utterance_id,child_id,session_id,age_bucket,audio_duration_sec,filesize_bytes,word_count,words_per_second,orthographic_text
U_01a7c517943c60be,C_32b3c7bdc40656de,S_844507b0afeecb11,8-11,42.947,774495,108,2.5147274547698326,well when i put all the objects are metal that i already tried for real well this is kind of isn't real but but when i did that when i put all the metal objects against it it flows when i oh so when i put all the conductors against the two metal parts then it flows and normally conductors are metal but and then when i put all stuff that's not metal on it it those are which are insulators which normally aren't metal or stuff like that but but when i put but when i put all the insulators on it it ends up not working
U_01aeeb7e6168793d,C_6566ee495b9eafb5,S_9e50725ce6656b48,8-11,104.57,1676516,229,2.1899206273309746,uh earth often called the blue planet due to all earth's water earth is the only planet known to support life earth atmosphere of nitrogen oxygen argon carbon dioxide and other gasses along with it's distance from the sun allow earth to maintain conditions and temperatures for ideal life mars mars terrain is dry and dusty with hills canyons and extinct volcanoes it's soil is very iron rich giving the planet a reddish hue and then nicknamed the red planet frozen water has been found on mars mars' atmosphere is much thinner than earth's and its average temperature is very chilly minus sixty degrees celsius it's two moons are named phobos and deimos venus is about the same size as earth but the conditions on each planet are very different look at the length of venus days and years and you will see that the day on venus is longer than a year on venus venus venus landscape has plains hills volcanoes and craters venus has a thick atmosphere of carbon dioxide which traps the suns heat and makes venus the hottest planet with an average temperature four hundred sixty degrees celsius mercury is the smallest planet also the closest to the sun it is rocky planet with extreme temperatures day on mercury are hotter than the hottest deserts on earth the nights are colder than anywhere on earth
U_01d4de2766176b59,C_5db23dd1c4b24f8a,S_974b02ec183ea471,5-7,5.01,146311,1,0.1996007984031936,tire
U_01e3323b877e3c33,C_ba056d23b5e1cbf7,S_75727a439fef1a44,5-7,9.11,209480,1,0.10976948408342481,ore
U_01ef09a1e1a52ded,C_af626a1164302b91,S_491d5472200be650,8-11,4.148,103003,19,4.5805207328833175,well in the first one it's brighter and in the second one each one is a little dimmer more
U_02451b69eb69f2d8,C_c18f8e42de7c42a7,S_a87150474ffed226,8-11,37.174,797119,70,1.8830365309086996,so um the parallel circuit on the right they're the light bulbs are brighter because because uh there's two two on the negative side there's two on the negative side and two on two wires on the negative side and two wires in the positive side when so when the when each piece of electricity goes back in the two wires there's more electricity to shoot out the negative side
U_024b3da49500215e,C_c2fd3883270ec301,S_c6b09ed2e609b93a,8-11,0.559,14552,2,3.577817531305903,good bye
U_025d30ce834de57c,C_b420825c90b54042,S_42fc325d4e674d69,8-11,29.22,607444,86,2.943189596167009,no it's s like if you look at a cell phone it has one two three four five six seven eight nine ten nobody really understands this at all but cause i'm the only one and my mom was like oh they do make i like a pattern because i typed in s one five five nine seven nine nine eight five four on my dad's thing and i typed it in again and it kind of was diagonal diagonal and then diagonal it was weird
U_0264c015d36b4911,C_f82f6eb74ad07056,S_c1050d5935bae0a3,8-11,8.114,146046,34,4.190288390436282,it doesn't work because the battery's supposed to give off energy to this one to give off to that one if that one's broken there's no energy to give off to the other receiver
U_027890b98e6eaf22,C_42ce4bbcbe4c9f73,S_987e1e3a08ba9712,8-11,1.155,38313,7,6.0606060606060606,it's the um results of the graph
U_027bffd1f66f30f1,C_35f67579d629727f,S_f469b2e87dbbbcbc,8-11,7.98,64634,2,0.2506265664160401,because it's
U_027feaa69030260f,C_ab6e6a5fac76a586,S_e6ce3cf00257eb74,8-11,1.555,35170,7,4.501607717041801,cause it's far away from the sun
U_02829dcd88fba1cb,C_878467999ee5c310,S_dfb49bb5b8d2dae8,8-11,39.296,628861,83,2.1121742671009773,oh well we measured the w um the weight of the pennies that we put on the bottom of the pendulum and the and the um how many swings it does and weight distribution with uh desk level so like if y so the pendulum was made with um basically what we made it with was a pencil string a thirty two piece thirty eight piece string with um a paper clip hooked to the end of it with a penny on it
U_028c1fe510047365,C_85a2e95b35d9fa69,S_d591b5225271b8ca,8-11,0.207,12562,1,4.830917874396135,m
U_0295698513cffc02,C_88d59f3090b31817,S_d93279cedd97575d,5-7,4.46,121146,1,0.2242152466367713,desk
U_0295ba9e0447c53c,C_b88c9fcc7a8203e8,S_927d42b099986db6,8-11,43.633,582611,69,1.5813718974170925,because probably where the different parts like i said uhm we put them in different bags so the light when the absorbs the green not green blue and red light it reflects green light making it look healthy but the yellow one if it can't if it doesn't have light and it can't absorb the light it has to it can't reflect green light making it not look healthy
U_02c099aa90a86fc0,C_c789749d86a344e0,S_3d422abf164861ef,8-11,0.688,14599,1,1.4534883720930234,good
U_02ca3221abd8a1c7,C_cba6aea4ac4a78f1,S_1fd9da109b3ca668,8-11,37.128,656125,117,3.1512605042016806,well that the co the cold the ice water was the coldest and the t other two were exactly the same and they felt and they felt different because if you put your finger in the cold water first then if you put it in hot in the warmer water and then you put it in the oth other water then it then um then the the one that you put in that you put your finger in last is gonna feel feel the warmest because you put your finger in the cold water and it still has the cold water on it so when you put it into the other cup that it feels cold also
U_02dbe4efc2a1fca4,C_fdd72e28bfe9e45b,S_429f9c5d1b94493d,8-11,4.134,78027,19,4.59603289791969,cause one has more salt means that is heavier that's the one you put on top so it mixes
U_02e6dd56633ff421,C_d9089ef4b7990c88,S_3c68c7800e0c2e5c,8-11,1.274,32971,13,10.204081632653061,it told w it told me um that um if i because uh
U_02ed2cb4229786de,C_de38a9947fb62c88,S_4dc3cd5419745f54,8-11,4.146,78661,1,0.241196333815726,okay
U_02ed6a9c0d1fb5d3,C_9a5d528f71b65697,S_b13f9ad68eed27b6,5-7,4.5,133675,1,0.2222222222222222,fox
U_03046840e9d031f8,C_aebcd22827492f13,S_65fd2c71416d7e14,8-11,0.308,13495,1,3.2467532467532467,here
U_030d00ef4b27d575,C_7fe9de8ee8c69970,S_a3a30f339fa99c6f,5-7,5.52,159246,1,0.1811594202898551,sun
U_03119efeddfc9898,C_4cb11d0521851363,S_12b928a9110a7975,8-11,26.868,430736,100,3.7218996575852317,that it's like um so planes like you have to be very careful with planes because they can break e well not big planes i guess they can't break very easily but these kinda planes can so you have to be careful of what you're doing with it don't mess around or like play with it and stuff like that cause a lot of people when um sixth graders were coming out of the um classrooms they ran into the strings that the planes were on and it like um they knocked the planes over and some of them broke
U_0312475572e45a6b,C_f5d08e2f52e0f0fe,S_09d91a8d5482e4b7,8-11,0.408,14615,1,2.450980392156863,yep
U_031d034ec3ce9cbb,C_5803bfba29574fd6,S_e27972b46bb7059e,8-11,2.415,48520,10,4.140786749482402,well you can break them down into the gram pieces
U_0325f59d8151829a,C_8e6661ba87cf2132,S_3ac252a82072c87c,8-11,40.195,837108,87,2.1644483144669735,they are about when the magnet attracts the force of the um paper clip it makes it move around kind of like the paper clip was doing when i moved it around on the box it kinda you could kinda tell where the the um the the magnet was because it kinda moved around in a circle to where you could kinda see it but otherwise it didn't really move around it moved around where the question was and a different place kinda next to the question
U_032ed773b4e081fc,C_1128f2690d3b10d4,S_364c847e5de4c1e5,8-11,2.42,51287,10,4.132231404958678,we didn't actually have a lot of things that were
U_0352f4fa5cbc07ab,C_7d46e6e514e3ed1e,S_b6b9dc62b0d1e34a,8-11,0.594,11964,1,1.6835016835016836,you
U_03541242b0feb571,C_9c425be0129968ad,S_80bc2317bad8d833,8-11,1.455,35438,6,4.123711340206185,what do you mean by that
U_035437329768f133,C_98a66b4bbc0c83da,S_9098f60909a376b7,8-11,0.625,13721,1,1.6,what
U_035864b92a8f3ee1,C_8e6661ba87cf2132,S_5ee9cf6064786516,8-11,33.196,711496,59,1.7773225689842151,we've been learning all about what magnets sticks to like paper clips and it sticks to lots it sticks to like steel uh it sticks to like sometimes it'll sticks stick to a heavy heavy metal which is really really cool and then we we just started a unit today so this is really fun for me so far
U_035edc0228d0b3b2,C_caadf7f15b89759b,S_a6efe151ad4533bc,5-7,4.41,115044,1,0.22675736961451246,plans
U_0380afa093e10257,C_ae774cac66d6e717,S_937771df3e1dae6a,8-11,0.449,14724,1,2.2271714922048997,yeah
U_038e8e83cd2b19a1,C_1128f2690d3b10d4,S_8e59d75c3cfb1517,8-11,51.558,890103,109,2.114123899297878,yeah no no no no we took the li we took the little beakers um still used the water and dumped kept on dumping it in until we got to the hundred and then um miss buck had a big well our teacher had like a liter and then then um everyone poured in one hundred milliliters of their little cups that they had and then we all poured one in yeah we all poured ours in ever yeah but then we we didn't have the right height we needed to get to the thousand on that so we had um on the liter on the big liter a
U_03966feffff764a9,C_96c1f0cd76d30909,S_034d06d350a5b8ad,8-11,77.948,1086656,132,1.6934366500744087,well uhm it's food for the uhm little bug that's right there like the cockroach type thing and uh the coyote the white coyote is obviously uhm eating that so it's going to be something light because the coyote is small and as well as the bug so i was thinking maybe it's uh oh wait the coyote is food for that thing but then it's food for the little bug ooh i believe that it is a hunter because a coyote a white coyote can definitely be something for a hunter and a uh that little cockroach thing right there uh that could always be deadly so uhm that could always hurt the hunter but then the coyote is food for the hunter so i'm going to guess it's a hunter
U_03a53f0ba4665b07,C_1682231a0a52513a,S_6e000b087d7ca185,8-11,0.422,15723,1,2.3696682464454977,sure
U_03abc4e97b9d102f,C_a1c4c3096c23ad47,S_9ffc472a458f45b8,8-11,34.198,560560,112,3.2750453242879702,cause um somebody made a big rule like um that they wanted everybody to use that in the whole world but we just kinda went off by ourselves and like didn't do it um i think we should've followed it like everybody else though like so it'd be easier for people and we would know more stuff about it like some p somebody in my class just came from england and like their f family's probably having a little bit of a hard time because like all the signs are different like forty um miles per hour instead of like whatever they had i'm not sure what they had back yeah kilometers
U_03c384118ab89688,C_696834b17bc12e27,S_bd0109cf413a8139,8-11,57.765,904832,121,2.0946940188695575,we have been using like different things to generate energy like today we used like a crank and it made a light go on and and it did and so it the light went on and if you connected it to some wires and the motor the motor would run and then you could rub your hands together with ice in it and it would melt and there was a cup that you would put a rubber band on it and if you plucked it it would vibrate so yeah we did that sort of thing and we did a sound thing that you could plug it in and you could turn it off and on and it was a like
U_03ccef3062dcb33f,C_50cf5fe455de3ff3,S_49614889c86620d4,8-11,0.661,20944,3,4.53857791225416,what's your name
U_03d905d2df716ba4,C_2a1310298ba4e35f,S_388503ab16be6941,8-11,15.753,210970,3,0.19043991620643685,it's uhm it's
U_03e698680e75441f,C_38231c40656453c7,S_2b3ea2e49567e70c,8-11,7.622,148562,36,4.7231697717134615,well because like when if you like if you kinda like feel it in your hand and see how heavy it is you're like well this is what i'm gonna guess it feels about this heavy
U_03fdcaa84257c76f,C_96c1f0cd76d30909,S_1b7d2b8c87a1e1e5,8-11,44.557,742608,105,2.356532082501066,well you can see that uhm we both have mouths so at the beginning of us that's where our mouth is and at the beginning of a butterfly that's where their mouth is so it's comparing the two things to show you that every living organism has a body and has things that breaks down your food and creates the leftovers into waste so you can obviously see the esophagus in the butterfly and the esophagus in us and you can tell like the butterfly's esophagus when you put it up into the big human being's esophagus it seems like two or three times bigger
U_0412747f0644823a,C_54a2ab67127e5671,S_8a4eff42f0dedd53,8-11,0.408,14360,1,2.450980392156863,no
U_041426f099430bcf,C_0a1cb340006cab72,S_34f40a01fbb7233c,8-11,0.388,15083,1,2.5773195876288657,yeah
U_0419ee2bb8c76b7f,C_0d90235292d50d65,S_fbd421b1e1f19ea7,8-11,0.764,20012,4,5.2356020942408374,what did you say
U_041ad5e76487f4fd,C_951494d3f7496992,S_5e2b3c89ad52d003,8-11,40.416,716336,55,1.3608471892319873,it is plastic and it has the the conductor has to be the conductor has the conductor has to be like metal to be a conductor like the sponge or the rock or something like that then it will then it won't work because it's an insulator it's not metal k k k k k
U_04260f61613fda84,C_516e18ec41011983,S_6ff763fea121d910,8-11,0.369,15942,1,2.710027100271003,yeah
U_043ad2c21dda9c33,C_8d246066c3d8a0d0,S_81418ed161053cf0,8-11,4.125,85430,17,4.121212121212121,they're lighting up green that means the energy's flowing to make the light in the light bul
U_043f247731b27623,C_9fce57d8e83e10ef,S_7ad0b3db4d2fe027,8-11,0.367,12465,1,2.7247956403269757,yeah
U_0442be398cc3374e,C_f5d08e2f52e0f0fe,S_09d91a8d5482e4b7,8-11,0.408,15179,1,2.450980392156863,yeah
U_045dba7f2c35d89f,C_602718527906f0ee,S_0cf162032d553990,8-11,47.006,926504,93,1.9784708335106156,these pictures have to do with what i'm doing in science because uhm they're all part of a system and they're all living well not all of them but there's trees that are living there's the watermelon plant that's a plant that was living there's the pea the vegetables there's the grass there's rocks and those aren't living but and then there's sharks and birds and bears and monkeys and shrimp and rabbits and hawks and fish and then there's mushrooms and bacteria and those are all part of uhm earth and system
U_046354aa3723c7c9,C_95fb7254397c5e51,S_a35ac6595e42b3e7,8-11,0.332,14676,1,3.012048192771084,good
U_0464309f3a91042a,C_b4bdbce203422ad6,S_0b6a35f3ab1fbd87,8-11,3.596,88355,18,5.005561735261401,no it would goes out the po negative side and it comes in the negative no po yeah
U_04650e58a25d0b9a,C_20d915b0bfd2253c,S_d9491bc890c4e5bb,8-11,1.498,43129,8,5.34045393858478,you can only do it in a mixture
U_04958b545b3382da,C_a6a6d2ac3fb46d75,S_bec619baa9222ea2,8-11,0.439,17580,2,4.555808656036446,placed there
U_0495b6468a60ffd1,C_b9e36367061a2c23,S_3333f3cdec2c0ba7,8-11,37.73,766433,77,2.0408163265306123,well they're about gram pieces that um can show um how much um s um grams are in one gram piece so like in a five gram piece there are five little one gram pieces and in a twenty gram piece that has ten and in the t that has two tens and in those two tens there's four fives and in those four fives there is um four sets of five with one gram so yeah
U_049b6f7280f87857,C_258f32511cde6c62,S_95963c61f9b27b6e,8-11,6.335,131650,26,4.1041831097079715,it was za it started to go down down down down and then it started to even out and then it started to grow back up
U_049f9b1063c5adf6,C_a4d18a662500d79e,S_0c38d331e76b412e,8-11,0.41,14005,1,2.4390243902439024,yeah
U_04a7d46bf17176b2,C_0458624377849d9c,S_4e2c6b1a8fa199ce,8-11,0.408,14872,1,2.450980392156863,yeah
U_04ab673e17880c82,C_ccf92ad85688aafa,S_f25e0073a502f8a3,8-11,5.745,79520,1,0.17406440382941687,further
U_04adb6d61d13ba80,C_186da18c55156f4a,S_b59e5a32f5f013aa,8-11,56.56,1010535,115,2.0332390381895333,we know that there is a wire touching the negative and posit positive terminal of a d cell battery and when to the switch and then another wire is leading to the bulb and that thing the server part its touching the bulb casing so when that path that wire thats attaching to the positive switch and then positive terminal of the dcell touches the into that server things so that when we close the switch it will go it will close and then because we have another wire right here its attaching to that server thing which is touching the bulb base so when we close the switch the light bulb will light up
U_04b078b66c8f32fb,C_5803bfba29574fd6,S_3f04a5319482f4c1,8-11,22.849,408270,5,0.21882795745984507,it is when you have
U_04b29928c025a1f4,C_1128b9049400ce2c,S_9cd1eff3be8f958d,5-7,5.35,134467,1,0.1869158878504673,sand
U_04dc32b3758048c3,C_1e6bdc5e5400fdd0,S_deaf364e17107852,8-11,1.156,28452,5,4.325259515570934,can you let me talk
U_04e6c08af968ba3e,C_34d344aca753262c,S_33edbfbc0bdd1599,8-11,29.556,675223,81,2.740560292326431,i noticed that the in group a's straws the length is seven straws and the width is four straws and for centimeters it's one hundred twenty three and uh for the width it's sixty two centimeters and um in group and in group and for the length in group b it's is the same as group a and so is the width and um for group b's straw for length it's twenty straws and for group b's width it's twelve straw
U_04f3a40d4952f185,C_d19ece1caeaf6f2b,S_1036501ba595fe1f,8-11,35.716,798072,91,2.54787770187031,um i noticed that the first one has zero spacers and you got nineteen an and one you got nine and two spacers you got six and three spacers you got five and four you got another five and then five spacers you only got three washers and it's doing that because when you add more it tips it tips more onto it tips up more so then you can only put le a few more washers cause there's already a lot of weight on that one cause it's facing down
U_04f9212b5df56695,C_7dad0d2b82934b63,S_5768702c952b620e,8-11,8.408,161611,35,4.162702188392008,so it has to flow from the d cell that what to say it has to flow from the dcell battery into light bulb to make a light bulb get the energy and light up
U_04fbf610eb18a00b,C_640425e8cabf06f3,S_99de5bfda86f7bdf,8-11,1.546,41002,7,4.527813712807244,i'd describe a wet sponge um moist
U_0507bfdc357343d3,C_19b75dd799d54592,S_9d9129296272c729,3-4,0.32,29603,1,3.125,yeah
U_053ef795af9192a6,C_5d29a6cc873657e2,S_80c4d1e64a5a0100,8-11,1.506,40201,8,5.3120849933598935,the paper fastener doesn't make it go as
U_05438da8ee531a62,C_79eb61c13e8641d8,S_24b40d1fac575d43,8-11,0.75,26135,4,5.333333333333333,can you say again
U_055b0d3443411478,C_f3567910647723d5,S_49ac4686b235506f,8-11,0.314,14419,1,3.1847133757961785,good
U_056fb076abceaf3d,C_bbec71a17a161c04,S_e04f9085f021af48,8-11,0.489,14998,1,2.044989775051125,yes
U_057734bafc647c4e,C_d0dbc67832f05f30,S_3be8540d097a256f,8-11,1.199,36379,12,10.008340283569641,how you know i don't know i'm not sure what millimeters are
U_058131f5d9560c3e,C_1b082e1477147449,S_a18dd3f88ad1d671,8-11,1.682,38507,8,4.756242568370987,well when you hold it it's really hot
U_058de60215258cfe,C_0d46bb4398024d93,S_f62c2a62ad6e858b,8-11,0.203,12816,1,4.926108374384236,variab
U_05934cc7cd08e318,C_0d90235292d50d65,S_fbd421b1e1f19ea7,8-11,0.51,14813,1,1.9607843137254901,no
U_05a5965796c179be,C_3f04bd0ee0cdb958,S_27f1506a3924f360,5-7,4.54,112432,1,0.22026431718061673,fly
U_05ab48b9da5cc96a,C_45788281ca5ef93a,S_c624888ff9d3d4bf,8-11,0.327,13624,1,3.058103975535168,yeah
U_05b6467289204635,C_1d361ff0648df7c4,S_52a100f62b0a8f11,8-11,41.587,835795,75,1.8034481929449104,um when the when it's wrapped around fully then it has um thirty washers but as i um as i'm taking away um strands of the er like wraps of the around the rivet then it um then some of the washers come off because it doesn't have that much of that much energy anymore because there's it's not wrapped um because it's not wrapped beca because the it's not i'm losing my mind um
U_05ce0fafbbf30a48,C_0b9a09c44f3c2a9d,S_b9c817517809595d,8-11,21.32,243207,4,0.18761726078799248,hearing like hearing sound
U_05d7b365c74baf18,C_d6107a2e770ce8d0,S_300ba2f0cc1a186d,8-11,24.669,435244,87,3.5266934208926184,yeah so oh and there's this cool thing that some people figured out just about kind of circular magnets if you stuck em on kind of the corner of your desk um on the bottom part and they'd actually roll under and roll around like upside down on the bottom of your desk and they do these loops until and sometimes it actually if they were going fast enough they'd actually come back up to the side of your desk and roll back down again mmm hmm
U_05ed80ff9670babe,C_e7eaf276d773e0a9,S_109fcc9851a8be86,8-11,0.308,13146,1,3.2467532467532467,yeah
U_0605993d4c3153bd,C_6354527999b15da1,S_d73d5c6646e9aa76,3-4,2.657,214657,11,4.140007527286413,i want to tell you a story about this one first
U_0660488cbf6abcf2,C_c83f7ae3cffb9886,S_d655267f8a31b651,8-11,0.411,15901,1,2.4330900243309004,thanks
U_06672ba9546ae2a2,C_dfb6ccc16bfed419,S_26240cd764c43c73,3-4,16.454,1384175,24,1.4586118876868845,or you could set your sweater jacket over the bench and your umbrella next to it and your lunch box in front of it
U_0672966d2aef0874,C_7f8c28e61357b46d,S_fbef407e3b06ac7a,8-11,1.482,35157,8,5.398110661268556,it has to do with how they survive
U_0673e787165d04ed,C_65a3fae1056786d8,S_23b254922ebeb95e,8-11,30.786,745275,102,3.3131943091015397,well on a graph okay here's what you want on a graph i would i would get a graph with numbers going up and numbers going down up to fifty five and i put the dots and first i looked at the millimeters drag your drag a i'd drag a pencil across the bottom of the graph to where it is it may it if it's like in two or something do a best guess and i go up and put the dot there after i've done all of them i would draw a line just to see how much it changes
U_068fddfe084912fc,C_73b20b1b531bf134,S_939c6b9a7f44718f,8-11,38.297,618740,53,1.3839204115204848,the electricity needs to be the right kind of electricity for example static electricity will light a bulb very very dimly if in fact its so dim that you can barely see it but electricity coming battery however will power it to make it lighter and more how should i say this bright
U_0696f35a6b813d53,C_258f32511cde6c62,S_2fab258d6c2292a4,8-11,44.698,904585,110,2.4609602219338673,there's this apprentice that makes stuff and what he did is he took off his shoe and walked around and you made s a tiny bed cause it his foot was not the size of the king's bed s no so they weren't using the same size so that's why you have to get that's why you have to have the same stuff and then and then the king made a model of his foot and the apprentice took it and m measured it and you made the perfect bed for the queen so the queen got a bed and she was really happy yeah she got the right size
U_06a2c7d1c82b4181,C_98a66b4bbc0c83da,S_eda43b908bf69d0a,8-11,32.786,294116,2,0.0610016470444702,the negative
U_06af37d02e041b0a,C_bb44003703919c45,S_d81eb178d79c6358,8-11,25.272,538340,83,3.284267173156062,yeah it in swimming pools the aren't filled to the very top or they it's like the same thing as a soda can if they would fill to the top and somebody got in it it'd move all the water and then it'd get out like spilling and that's how come they have the little area up so if when people get in it won't go up as mu and it won't get the places wet and me people won't slip as easily
U_06b09b8f0bf10b49,C_7b5260c90a9b0d9f,S_7ec07f797a14843d,3-4,0.354,31462,1,2.824858757062147,pink
U_06b242fba8b14b18,C_8e1cc9a8fa1789fa,S_ce97cc49ed34e9b7,8-11,0.409,14778,1,2.444987775061125,yeah
U_06c7cc13aef24364,C_b4bdbce203422ad6,S_b356c0d334ffb285,8-11,20.494,432702,3,0.14638430760222504,well um and
U_06c82e3e178b806d,C_2762cb80e9dad52d,S_ec95b10e46270538,3-4,0.562,51894,3,5.338078291814946,i don't know
U_06cbb880dbccc80c,C_09f29adf3de1d136,S_d959b63dde90d859,8-11,0.348,15568,1,2.873563218390805,yeah
U_06e02b3bc60bdfdf,C_a1c4c3096c23ad47,S_69d4f3b41fd71fb1,8-11,42.4,688983,133,3.1367924528301887,i think it's kind of hard and kinda easy to do it all like it makes it sound a little easier if you know like ten centimeters goes into one decimeter and then ten decimeters equals a meter and like it makes it sound a little easier but it's still kinda hard to estimate and like try and do it yeah and then but it and it's still a little hard to like measure it cause you don't know where to start or and you like you might start right here instead of right here yeah and then you don't know where to s stop sometimes and then you like so you always have to like try like different ways to do it to see what you think is like the most accurate
U_06ee32ec4c242c3f,C_6bcfd5491e81df9c,S_c3e634c3e83396e9,8-11,0.368,14175,1,2.717391304347826,yeah
U_0721b17ff6fd13f5,C_8a18d2852a6de4c0,S_8cb7a605845e252d,8-11,0.432,14914,1,2.314814814814815,two
U_072e928506c09ee8,C_bbf7168ac5f240ea,S_ecff07da2e82a02a,8-11,58.151,1351292,99,1.702464274045158,well if i have ten it picks up three but if i add ten more winds i'll have five washers with twenty winds but if i had and i have thirty winds i'll pick up eight washers forty winds would be ten washers picking it up but with fifty winds i i picked up twelve washers sixty winds i have thirteen washers held up seventy winds i have fourteen washers eighty winds i have fifteen washers ninety winds i have fifteen washers and a hundred winds i have fifteen washers so the most amount you could get is fifteen
U_073c3150cd4b4fad,C_87e74343e18eca22,S_30bb52f6066cabbd,8-11,0.75,15002,1,1.3333333333333333,okay
U_07448caf3731271b,C_914f81cb6ed613bb,S_9f7983b15e899861,8-11,0.49,13615,1,2.0408163265306123,okay
